UNITID,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XISPRO1,ISPROF1,XISPFE1,ISPFEE1,XOSPRO1,OSPROF1,XOSPFE1,OSPFEE1,XISPRO2,ISPROF2,XISPFE2,ISPFEE2,XOSPRO2,OSPROF2,XOSPFE2,OSPFEE2,XISPRO3,ISPROF3,XISPFE3,ISPFEE3,XOSPRO3,OSPROF3,XOSPFE3,OSPFEE3,XISPRO4,ISPROF4,XISPFE4,ISPFEE4,XOSPRO4,OSPROF4,XOSPFE4,OSPFEE4,XISPRO5,ISPROF5,XISPFE5,ISPFEE5,XOSPRO5,OSPROF5,XOSPFE5,OSPFEE5,XISPRO6,ISPROF6,XISPFE6,ISPFEE6,XOSPRO6,OSPROF6,XOSPFE6,OSPFEE6,XISPRO7,ISPROF7,XISPFE7,ISPFEE7,XOSPRO7,OSPROF7,XOSPFE7,OSPFEE7,XISPRO8,ISPROF8,XISPFE8,ISPFEE8,XOSPRO8,OSPROF8,XOSPFE8,OSPFEE8,XISPRO9,ISPROF9,XISPFE9,ISPFEE9,XOSPRO9,OSPROF9,XOSPFE9,OSPFEE9,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3 
164492,"R",40332,"R",2732,"R",1647,"R",40332,"R",2732,"R",1647,"R",40332,"R",2732,"R",1647,"R",12203,"R",0,"R",678,"R",12203,"Z",0,"R",678,"R",12203,"Z",0,"R",678,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",36920,"R",2500,"R",39420,"R",37658,"R",2550,"R",40208,"R",38410,"R",2600,"R",41010,"R",40332,"R",2732,"R",43064,.,.,"R",36920,"R",2500,"R",39420,"R",37658,"R",2550,"R",40208,"R",38410,"R",2600,"R",41010,"R",40332,"R",2732,"R",43064,.,.,"R",36920,"R",2500,"R",39420,"R",37658,"R",2550,"R",40208,"R",38410,"R",2600,"R",41010,"R",40332,"R",2732,"R",43064,.,.,"R",2250,"R",2250,"R",2250,"R",1000,"R",14950,"R",15324,"R",16640,"R",17310,"R",3000,"R",3000,"R",3000,"R",2000,"R",5000,"R",5000,"R",5250,"R",11000,"R",4200,"R",4200,"R",4200,"R",2000,"R",9200,"R",9200,"R",9450,"R",2000
164562,"R",48552,"R",862,"R",1618,"R",48552,"R",862,"R",1618,"R",48552,"R",862,"R",1618,"R",14706,"R",160,"R",817,"R",14706,"R",160,"R",817,"R",14706,"R",160,"R",817,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",43178,"R",800,"R",43978,"R",45100,"R",800,"R",45900,"R",46680,"R",828,"R",47508,"R",48552,"R",862,"R",49414,.,.,"R",43178,"R",800,"R",43978,"R",45100,"R",800,"R",45900,"R",46680,"R",828,"R",47508,"R",48552,"R",862,"R",49414,.,.,"R",43178,"R",800,"R",43978,"R",45100,"R",800,"R",45900,"R",46680,"R",828,"R",47508,"R",48552,"R",862,"R",49414,.,.,"R",1000,"R",1000,"R",1000,"R",1000,"R",13590,"R",14068,"R",14562,"R",15146,"R",1800,"R",1800,"R",1800,"R",1800,"R",13590,"R",14068,"R",14562,"R",15146,"R",1800,"R",1800,"R",1800,"R",1800,"R",1800,"R",1800,"R",1800,"R",1800
164580,"R",56032,"R",0,"R",1751,"R",56032,"Z",0,"R",1751,"R",56032,"Z",0,"R",1751,"R",54600,"R",0,"R",1990,"R",54600,"Z",0,"R",1990,"R",54600,"Z",0,"R",1990,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",54144,"R",0,"R",54144,"R",54944,"R",0,"R",54944,"R",54944,"R",0,"R",54944,"R",56032,"R",0,"R",56032,.,.,"R",54144,"R",0,"R",54144,"R",54944,"R",0,"R",54944,"R",54944,"R",0,"R",54944,"R",56032,"R",0,"R",56032,.,.,"R",54144,"R",0,"R",54144,"R",54944,"R",0,"R",54944,"R",54944,"R",0,"R",54944,"R",56032,"R",0,"R",56032,.,.,"R",1184,"R",1218,"R",1254,"R",1292,"R",17668,"R",18234,"R",19028,"R",20786,"R",1906,"R",1964,"R",2022,"R",2082,"R",17668,"R",18234,"R",19028,"R",20786,"R",1906,"R",1964,"R",2022,"R",2082,"R",9784,"R",10078,"R",10378,"R",10686
164614,"R",13104,"R",1200,"R",546,"R",13104,"R",1200,"R",546,"R",13104,"R",1200,"R",546,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11400,"R",1200,"R",12600,"R",11400,"R",1200,"R",12600,"R",11400,"R",1200,"R",12600,"R",13104,"R",1200,"R",14304,.,.,"R",11400,"R",1200,"R",12600,"R",11400,"R",1200,"R",12600,"R",11400,"R",1200,"R",12600,"R",13104,"R",1200,"R",14304,.,.,"R",11400,"R",1200,"R",12600,"R",11400,"R",1200,"R",12600,"R",11400,"R",1200,"R",12600,"R",13104,"R",1200,"R",14304,.,.,"R",800,"R",800,"R",800,"R",800,"R",7000,"R",7000,"R",7000,"R",7800,"R",6291,"R",6291,"R",6291,"R",6291,"R",9657,"R",9657,"R",9657,"R",9657,"R",6291,"R",6291,"R",6291,"R",6291,"R",4383,"R",4383,"R",4383,"R",4383
164632,"R",37227,"R",0,"R",550,"R",37227,"Z",0,"R",550,"R",37227,"Z",0,"R",550,"R",19235,"R",0,"R",822,"R",19235,"Z",0,"R",822,"R",19235,"Z",0,"R",822,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",35781,"R",0,"R",35781,"R",35781,"R",0,"R",35781,"R",36497,"R",0,"R",36497,"R",37227,"R",0,"R",37227,.,.,"R",35781,"R",0,"R",35781,"R",35781,"R",0,"R",35781,"R",36497,"R",0,"R",36497,"R",37227,"R",0,"R",37227,.,.,"R",35781,"R",0,"R",35781,"R",35781,"R",0,"R",35781,"R",36497,"R",0,"R",36497,"R",37227,"R",0,"R",37227,.,.,"R",1600,"R",1600,"R",1800,"R",1800,"R",12799,"R",12799,"R",13055,"R",13316,"R",1900,"R",1900,"R",1900,"R",1900,"R",3500,"R",3500,"R",3500,"R",3500,"R",2400,"R",2400,"R",2400,"R",2400,"R",2400,"R",2400,"R",2400,"R",2400
164739,"R",58150,"R",0,"R",1938,"R",58150,"Z",0,"R",1938,"R",58150,"Z",0,"R",1938,"R",44720,"R",0,"R",1863,"R",44720,"Z",0,"R",1863,"R",44720,"Z",0,"R",1863,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",53790,"R",0,"R",53790,"R",54910,"R",0,"R",54910,"R",56500,"R",0,"R",56500,"R",58150,"R",0,"R",58150,.,.,"R",53790,"R",0,"R",53790,"R",54910,"R",0,"R",54910,"R",56500,"R",0,"R",56500,"R",58150,"R",0,"R",58150,.,.,"R",53790,"R",0,"R",53790,"R",54910,"R",0,"R",54910,"R",56500,"R",0,"R",56500,"R",58150,"R",0,"R",58150,.,.,"R",1325,"R",1325,"R",1340,"R",1300,"R",17620,"R",18130,"R",18660,"R",19200,"R",1250,"R",1250,"R",1270,"R",1310,"R",17620,"R",18130,"R",18660,"R",19200,"R",1250,"R",1250,"R",1270,"R",1310,"R",6065,"R",6210,"R",6340,"R",6530
164748,"R",48830,"R",1440,"R",1780,"R",48830,"R",1440,"R",1780,"R",48830,"R",1440,"R",1780,"R",48277,"R",1657,"R",1768,"R",48277,"R",1657,"R",1768,"R",48277,"R",1657,"R",1768,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",44360,"R",1300,"R",45660,"R",45468,"R",1332,"R",46800,"R",46950,"R",1380,"R",48330,"R",48830,"R",1440,"R",50270,.,.,"R",44360,"R",1300,"R",45660,"R",45468,"R",1332,"R",46800,"R",46950,"R",1380,"R",48330,"R",48830,"R",1440,"R",50270,.,.,"R",44360,"R",1300,"R",45660,"R",45468,"R",1332,"R",46800,"R",46950,"R",1380,"R",48330,"R",48830,"R",1440,"R",50270,.,.,"R",474,"R",474,"R",1000,"R",1085,"R",18640,"R",18826,"R",19010,"R",19440,"R",2170,"R",2170,"R",2280,"R",2623,"R",14526,"R",14526,"R",18565,"R",19440,"R",2170,"R",2170,"R",2280,"R",2475,"R",2170,"R",2170,"R",2280,"R",2475
164775,"R",624,"R",4988,"R",228,"R",624,"R",4988,"R",228,"R",6240,"R",4988,"R",462,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",624,"R",4868,"R",5492,"R",624,"R",4868,"R",5492,"R",624,"R",4868,"R",5492,"R",624,"R",4988,"R",5612,.,.,"R",624,"R",4868,"R",5492,"R",624,"R",4868,"R",5492,"R",624,"R",4868,"R",5492,"R",624,"R",4988,"R",5612,.,.,"R",6240,"R",4868,"R",11108,"R",6652,"R",4868,"R",11520,"R",6652,"R",4868,"R",11520,"R",6240,"R",4988,"R",11228,.,.,"R",1200,"R",1200,"R",1200,"R",1560,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11496,"R",11832,"R",12600,"R",17750,"R",4704,"R",4848,"R",5150,"R",5454,"R",5280,"R",5448,"R",5280,"R",5454
164872,"R",26800,"R",0,"R",1280,"R",26800,"Z",0,"R",1280,"R",26800,"Z",0,"R",1280,"R",26400,"R",0,"R",1320,"R",26400,"Z",0,"R",1320,"R",26400,"Z",0,"R",1320,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",21144,"R",700,"R",21844,"R",21144,"R",1000,"R",22144,"R",25752,"R",1000,"R",26752,"R",26800,"R",0,"R",26800,.,.,"R",21144,"R",700,"R",21844,"R",21144,"R",1000,"R",22144,"R",25752,"R",1000,"R",26752,"R",26800,"R",0,"R",26800,.,.,"R",21144,"R",700,"R",21844,"R",21144,"R",1000,"R",22144,"R",25752,"R",1000,"R",26752,"R",26800,"R",0,"R",26800,.,.,"R",1200,"R",1200,"R",1200,"R",1200,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",14950,"R",16000,"R",16000,"R",16000,"R",3282,"R",3200,"R",3200,"R",3200,"R",3282,"R",3200,"R",3200,"R",3200
164915,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",21504,"R",1270,"R",896,"R",21504,"R",1270,"R",896,"R",21504,"R",1270,"R",896,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
164924,"R",66410,"R",1270,"R",602,"R",66410,"R",1270,"R",602,"R",66410,"R",1270,"R",602,"R",35784,"R",116,"R",1988,"R",35784,"R",116,"R",1988,"R",35784,"R",116,"R",1988,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",66600,"R",295,"R",66600,"R",295,"R",59050,"R",1152,"R",60202,"R",60530,"R",1176,"R",61706,"R",62950,"R",1226,"R",64176,"R",66410,"R",1270,"R",67680,.,.,"R",59050,"R",1152,"R",60202,"R",60530,"R",1176,"R",61706,"R",62950,"R",1226,"R",64176,"R",66410,"R",1270,"R",67680,.,.,"R",59050,"R",1152,"R",60202,"R",60530,"R",1176,"R",61706,"R",62950,"R",1226,"R",64176,"R",66410,"R",1270,"R",67680,.,.,"R",1250,"R",1250,"R",1250,"R",1250,"R",15220,"R",15602,"R",16120,"R",18475,"R",1900,"R",2100,"R",2200,"R",2200,"R",11550,"R",11550,"R",11750,"R",14641,"R",1900,"R",2100,"R",2200,"R",2200,"R",3400,"R",3900,"R",4100,"R",5158
164988,"R",63798,"R",1370,"R",1994,"R",63798,"R",1370,"R",1994,"R",63798,"R",1370,"R",1994,"R",63798,"R",914,"R",1994,"R",63798,"R",914,"R",1994,"R",63798,"R",914,"R",1994,"Y",.,"Y",.,"Y",.,"Y",.,"R",91500,"R",514,"R",91500,"R",514,"R",69806,"R",514,"R",69806,"R",514,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",63606,"R",914,"R",63606,"R",914,"R",56854,"R",1218,"R",58072,"R",58560,"R",1256,"R",59816,"R",61050,"R",1310,"R",62360,"R",63798,"R",1370,"R",65168,.,.,"R",56854,"R",1218,"R",58072,"R",58560,"R",1256,"R",59816,"R",61050,"R",1310,"R",62360,"R",63798,"R",1370,"R",65168,.,.,"R",56854,"R",1218,"R",58072,"R",58560,"R",1256,"R",59816,"R",61050,"R",1310,"R",62360,"R",63798,"R",1370,"R",65168,.,.,"R",1000,"R",1000,"R",1000,"R",1000,"R",16640,"R",16840,"R",17400,"R",18110,"R",1950,"R",1950,"R",2000,"R",2085,"R",16640,"R",16840,"R",17400,"R",18110,"R",1950,"R",1950,"R",2000,"R",2085,"R",3900,"R",3800,"R",3850,"R",3935
165015,"R",64348,"R",598,"R",2011,"R",64348,"R",598,"R",2011,"R",64348,"R",598,"R",2011,"R",61458,"R",120,"R",1920,"R",61458,"R",120,"R",1920,"R",61458,"R",120,"R",1920,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",55340,"R",2275,"R",57615,"R",59408,"R",983,"R",60391,"R",61724,"R",998,"R",62722,"R",64348,"R",598,"R",64946,.,.,"R",55340,"R",2275,"R",57615,"R",59408,"R",983,"R",60391,"R",61724,"R",998,"R",62722,"R",64348,"R",598,"R",64946,.,.,"R",55340,"R",2275,"R",57615,"R",59408,"R",983,"R",60391,"R",61724,"R",998,"R",62722,"R",64348,"R",598,"R",64946,.,.,"R",1000,"R",1000,"R",1000,"R",1000,"R",16080,"R",16650,"R",17092,"R",19096,"R",1500,"R",1500,"R",1500,"R",1200,"R",11230,"R",11620,"R",12074,"R",12648,"R",1500,"R",1500,"R",1500,"R",1200,"R",2400,"R",2400,"R",3600,"R",2100
165024,"R",910,"R",10479,"R",497,"R",910,"R",10479,"R",497,"R",7050,"R",10479,"R",497,"R",1260,"R",7781,"R",502,"R",1260,"R",7781,"R",502,"R",1260,"R",7781,"R",502,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",910,"R",9822,"R",10732,"R",910,"R",9822,"R",10732,"R",910,"R",10141,"R",11051,"R",910,"R",10479,"R",11389,.,.,"R",910,"R",9822,"R",10732,"R",910,"R",9822,"R",10732,"R",910,"R",10141,"R",11051,"R",910,"R",10479,"R",11389,.,.,"R",7050,"R",9822,"R",16872,"R",7050,"R",9822,"R",16872,"R",7050,"R",10141,"R",17191,"R",7050,"R",10479,"R",17529,.,.,"R",1000,"R",1000,"R",1000,"R",1000,"R",13832,"R",13832,"R",14162,"R",14586,"R",3100,"R",3100,"R",3100,"R",3170,"R",13832,"R",13832,"R",14162,"R",14586,"R",3600,"R",3600,"R",3600,"R",3670,"R",3600,"R",3600,"R",3600,"R",3670
165033,"R",576,"R",4836,"R",24,"R",576,"R",4836,"R",24,"R",5520,"R",4836,"R",230,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",576,"R",4560,"R",5136,"R",576,"R",4632,"R",5208,"R",576,"R",4704,"R",5280,"R",576,"R",4836,"R",5412,.,.,"R",576,"R",4560,"R",5136,"R",576,"R",4632,"R",5208,"R",576,"R",4704,"R",5280,"R",576,"R",4836,"R",5412,.,.,"R",5520,"R",4560,"R",10080,"R",5520,"R",4632,"R",10152,"R",5520,"R",4704,"R",10224,"R",5520,"R",4836,"R",10356,.,.,"R",2000,"R",2000,"R",2000,"R",2000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4000,"R",4000,"R",4000,"R",4000,"R",2850,"R",2850,"R",2850,"R",2850,"R",2850,"R",2850,"R",2850,"R",2850
165112,"R",576,"R",4944,"R",230,"R",576,"R",4944,"R",230,"R",5520,"R",4944,"R",436,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",576,"R",4704,"R",5280,"R",576,"R",4704,"R",5280,"R",576,"R",4944,"R",5520,"R",576,"R",4944,"R",5520,.,.,"R",576,"R",4704,"R",5280,"R",576,"R",4704,"R",5280,"R",576,"R",4944,"R",5520,"R",576,"R",4944,"R",5520,.,.,"R",5520,"R",4704,"R",10224,"R",5520,"R",4704,"R",10224,"R",5520,"R",4944,"R",10464,"R",5520,"R",4944,"R",10464,.,.,"R",2016,"R",2016,"R",2016,"R",2016,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6800,"R",6800,"R",6800,"R",6800,"R",4206,"R",4206,"R",4206,"R",4206,"R",4206,"R",4206,"R",4206,"R",4206
165167,"R",18072,"R",0,"R",502,"R",18072,"Z",0,"R",502,"R",18072,"Z",0,"R",502,"R",19035,"R",0,"R",705,"R",19035,"Z",0,"R",705,"R",19035,"Z",0,"R",705,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",16266,"R",0,"R",16266,"R",16442,"R",0,"R",16442,"R",17190,"R",0,"R",17190,"R",18072,"R",0,"R",18072,.,.,"R",16266,"R",0,"R",16266,"R",16442,"R",0,"R",16442,"R",17190,"R",0,"R",17190,"R",18072,"R",0,"R",18072,.,.,"R",16266,"R",0,"R",16266,"R",16442,"R",0,"R",16442,"R",17190,"R",0,"R",17190,"R",18072,"R",0,"R",18072,.,.,"R",1500,"R",1500,"R",1500,"R",1500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10500,"R",10500,"R",11000,"R",12000,"R",2500,"R",2500,"R",2500,"R",2500,"R",2500,"R",2500,"R",2500,"R",2500
165194,"R",576,"R",5136,"R",238,"R",576,"R",5136,"R",238,"R",5520,"R",5136,"R",444,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",576,"R",4776,"R",5352,"R",576,"R",4776,"R",5352,"R",576,"R",5016,"R",5592,"R",576,"R",5136,"R",5712,.,.,"R",576,"R",4776,"R",5352,"R",576,"R",4776,"R",5352,"R",576,"R",5016,"R",5592,"R",576,"R",5136,"R",5712,.,.,"R",5520,"R",4776,"R",10296,"R",5520,"R",4776,"R",10296,"R",5520,"R",5016,"R",10536,"R",5520,"R",5136,"R",10656,.,.,"R",1200,"R",1200,"R",1200,"R",1200,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6900,"R",6900,"R",9000,"R",12800,"R",3448,"R",3448,"R",3508,"R",3508,"R",6448,"R",6448,"R",6508,"R",6508
