UNITID,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XISPRO1,ISPROF1,XISPFE1,ISPFEE1,XOSPRO1,OSPROF1,XOSPFE1,OSPFEE1,XISPRO2,ISPROF2,XISPFE2,ISPFEE2,XOSPRO2,OSPROF2,XOSPFE2,OSPFEE2,XISPRO3,ISPROF3,XISPFE3,ISPFEE3,XOSPRO3,OSPROF3,XOSPFE3,OSPFEE3,XISPRO4,ISPROF4,XISPFE4,ISPFEE4,XOSPRO4,OSPROF4,XOSPFE4,OSPFEE4,XISPRO5,ISPROF5,XISPFE5,ISPFEE5,XOSPRO5,OSPROF5,XOSPFE5,OSPFEE5,XISPRO6,ISPROF6,XISPFE6,ISPFEE6,XOSPRO6,OSPROF6,XOSPFE6,OSPFEE6,XISPRO7,ISPROF7,XISPFE7,ISPFEE7,XOSPRO7,OSPROF7,XOSPFE7,OSPFEE7,XISPRO8,ISPROF8,XISPFE8,ISPFEE8,XOSPRO8,OSPROF8,XOSPFE8,OSPFEE8,XISPRO9,ISPROF9,XISPFE9,ISPFEE9,XOSPRO9,OSPROF9,XOSPFE9,OSPFEE9,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3 
163453,"R",5587,"R",2531,"R",255,"R",5587,"R",2531,"R",255,"R",18800,"R",2531,"R",642,"R",8352,"R",1467,"R",464,"R",8352,"R",1467,"R",464,"R",16416,"R",1467,"R",912,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5477,"R",2151,"R",7628,"R",5477,"R",2531,"R",8008,"R",5477,"R",2531,"R",8008,"R",5587,"R",2531,"R",8118,.,.,"R",5477,"R",2151,"R",7628,"R",5477,"R",2531,"R",8008,"R",5477,"R",2531,"R",8008,"R",5587,"R",2531,"R",8118,.,.,"R",18100,"R",2151,"R",20251,"R",15948,"R",2531,"R",18479,"R",15948,"R",2531,"R",18479,"R",16269,"R",2531,"R",18800,.,.,"R",2000,"R",2000,"R",2000,"R",2000,"R",10994,"R",11894,"R",12162,"R",12755,"R",3565,"R",3565,"R",3565,"R",3565,"R",12902,"R",12902,"R",12902,"R",14655,"R",3565,"R",3565,"R",3565,"R",3565,"R",3565,"R",3565,"R",3565,"R",3565
163462,"R",45660,"R",1580,"R",1440,"R",45660,"R",1580,"R",1440,"R",45660,"R",1580,"R",1440,"R",14094,"R",0,"R",705,"R",14094,"Z",0,"R",705,"R",14094,"Z",0,"R",705,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",42200,"R",1450,"R",43650,"R",43250,"R",1500,"R",44750,"R",44330,"R",1540,"R",45870,"R",45660,"R",1580,"R",47240,.,.,"R",42200,"R",1450,"R",43650,"R",43250,"R",1500,"R",44750,"R",44330,"R",1540,"R",45870,"R",45660,"R",1580,"R",47240,.,.,"R",42200,"R",1450,"R",43650,"R",43250,"R",1500,"R",44750,"R",44330,"R",1540,"R",45870,"R",45660,"R",1580,"R",47240,.,.,"R",1300,"R",1300,"R",950,"R",950,"R",13630,"R",13960,"R",14320,"R",14750,"R",1400,"R",1400,"R",1800,"R",1800,"R",7500,"R",7500,"R",6600,"R",10050,"R",2300,"R",2300,"R",2600,"R",2600,"R",3900,"R",3900,"R",2100,"R",2600
163532,"R",14400,"R",0,"A",.,"R",14400,"Z",0,"A",.,"R",14400,"Z",0,"A",.,"R",14400,"R",0,"R",400,"R",14400,"Z",0,"R",400,"R",14400,"Z",0,"R",400,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12900,"R",0,"R",12900,"R",13200,"R",0,"R",13200,"R",13700,"R",0,"R",13700,"R",14400,"R",0,"R",14400,.,.,"R",12900,"R",0,"R",12900,"R",13200,"R",0,"R",13200,"R",13700,"R",0,"R",13700,"R",14400,"R",0,"R",14400,.,.,"R",12900,"R",0,"R",12900,"R",13200,"R",0,"R",13200,"R",13700,"R",0,"R",13700,"R",14400,"R",0,"R",14400,.,.,"R",250,"R",250,"R",250,"R",250,"R",6600,"R",7000,"R",7200,"R",7600,"R",4000,"R",4000,"R",4500,"R",4500,"R",14650,"R",14880,"R",16300,"R",17700,"R",4100,"R",4150,"R",4300,"R",4500,"R",4000,"R",4000,"R",4500,"R",4500
163578,"R",40430,"R",1480,"R",995,"R",40430,"R",1480,"R",995,"R",40430,"R",1480,"R",995,"R",12315,"R",390,"R",684,"R",12315,"R",390,"R",684,"R",12315,"R",390,"R",684,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",40350,"R",2000,"R",40350,"R",2000,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",38295,"R",1380,"R",39675,"R",38296,"R",1450,"R",39746,"R",39250,"R",1480,"R",40730,"R",40430,"R",1480,"R",41910,.,.,"R",38295,"R",1380,"R",39675,"R",38296,"R",1450,"R",39746,"R",39250,"R",1480,"R",40730,"R",40430,"R",1480,"R",41910,.,.,"R",38295,"R",1380,"R",39675,"R",38296,"R",1450,"R",39746,"R",39250,"R",1480,"R",40730,"R",40430,"R",1480,"R",41910,.,.,"R",2000,"R",1200,"R",1200,"R",1200,"R",12566,"R",12565,"R",12950,"R",13335,"R",6000,"R",6000,"R",7100,"R",4100,"R",23850,"R",15440,"R",16282,"R",12835,"R",6000,"R",6000,"R",9000,"R",5500,"R",6000,"R",6000,"R",9000,"R",5500
163657,"R",2736,"R",1178,"R",114,"R",5016,"R",1178,"R",209,"R",7464,"R",1178,"R",311,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2568,"R",1178,"R",3746,"R",2568,"R",1178,"R",3746,"R",2736,"R",1178,"R",3914,"R",2736,"R",1178,"R",3914,.,.,"R",4848,"R",1178,"R",6026,"R",4848,"R",1178,"R",6026,"R",5016,"R",1178,"R",6194,"R",5016,"R",1178,"R",6194,.,.,"R",7296,"R",1178,"R",8474,"R",7296,"R",1178,"R",8474,"R",7464,"R",1178,"R",8642,"R",7464,"R",1178,"R",8642,.,.,"R",1500,"R",1500,"R",1500,"R",1500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15298,"R",16272,"R",17890,"R",17890,"R",4100,"R",4100,"R",4100,"R",4100,"R",4100,"R",4100,"R",4100,"R",4100
163851,"R",7706,"R",2932,"R",315,"R",7706,"R",2932,"R",315,"R",18400,"R",2932,"R",760,"R",8260,"R",2070,"R",459,"R",8260,"R",2070,"R",459,"R",13525,"R",2070,"R",751,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7264,"R",2780,"R",10044,"R",7408,"R",2780,"R",10188,"R",7556,"R",2840,"R",10396,"R",7706,"R",2932,"R",10638,.,.,"R",7264,"R",2780,"R",10044,"R",7408,"R",2780,"R",10188,"R",7556,"R",2840,"R",10396,"R",7706,"R",2932,"R",10638,.,.,"R",17330,"R",2780,"R",20110,"R",17678,"R",2780,"R",20458,"R",18032,"R",2840,"R",20872,"R",18400,"R",2932,"R",21332,.,.,"R",1300,"R",1300,"R",1300,"R",1300,"R",12260,"R",12300,"R",12780,"R",13416,"R",2700,"R",2700,"R",2700,"R",4176,"R",12260,"R",12300,"R",12780,"R",13416,"R",2700,"R",2700,"R",2700,"R",4176,"R",2700,"R",2700,"R",2700,"R",4176
163912,"R",12116,"R",3120,"R",300,"R",12116,"R",3120,"R",300,"R",28192,"R",3120,"R",450,"R",16530,"R",4886,"R",300,"R",16530,"R",4886,"R",300,"R",16530,"R",4886,"R",450,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12116,"R",3008,"R",15124,"R",12116,"R",3008,"R",15124,"R",12116,"R",3068,"R",15184,"R",12116,"R",3120,"R",15236,.,.,"R",12116,"R",3008,"R",15124,"R",12116,"R",3008,"R",15124,"R",12116,"R",3068,"R",15184,"R",12116,"R",3120,"R",15236,.,.,"R",28192,"R",3008,"R",31200,"R",28192,"R",3008,"R",31200,"R",28192,"R",3068,"R",31260,"R",28192,"R",3120,"R",31312,.,.,"R",800,"R",850,"R",900,"R",950,"R",13595,"R",13867,"R",14146,"R",14672,"R",1690,"R",1520,"R",1565,"R",1661,"R",13595,"R",13867,"R",14146,"R",12887,"R",1690,"R",1520,"R",1565,"R",1661,"R",1690,"R",1520,"R",1565,"R",1661
163976,"R",37842,"R",1284,"R",1113,"R",37842,"R",1284,"R",1113,"R",37842,"R",1284,"R",1113,"R",20676,"R",383,"R",1149,"R",20676,"R",383,"R",1149,"R",20676,"R",383,"R",1149,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",35000,"R",935,"R",35935,"R",35000,"R",1170,"R",36170,"R",36040,"R",1220,"R",37260,"R",37842,"R",1284,"R",39126,.,.,"R",35000,"R",935,"R",35935,"R",35000,"R",1170,"R",36170,"R",36040,"R",1220,"R",37260,"R",37842,"R",1284,"R",39126,.,.,"R",35000,"R",935,"R",35935,"R",35000,"R",1170,"R",36170,"R",36040,"R",1220,"R",37260,"R",37842,"R",1284,"R",39126,.,.,"R",630,"R",680,"R",680,"R",680,"R",13386,"R",13858,"R",14270,"R",14984,"R",750,"R",750,"R",750,"R",750,"R",13386,"R",10000,"R",10000,"R",13000,"R",750,"R",750,"R",750,"R",1080,"R",750,"R",750,"R",750,"R",1080
164076,"R",7382,"R",3924,"R",316,"R",7382,"R",3924,"R",316,"R",24402,"R",3924,"R",1026,"R",9108,"R",2934,"R",506,"R",9108,"R",2934,"R",506,"R",18846,"R",2934,"R",1047,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6962,"R",3236,"R",10198,"R",7100,"R",3364,"R",10464,"R",7238,"R",3580,"R",10818,"R",7382,"R",3924,"R",11306,.,.,"R",6962,"R",3236,"R",10198,"R",7100,"R",3364,"R",10464,"R",7238,"R",3580,"R",10818,"R",7382,"R",3924,"R",11306,.,.,"R",21098,"R",3236,"R",24334,"R",22152,"R",3364,"R",25516,"R",23240,"R",3580,"R",26820,"R",24402,"R",3924,"R",28326,.,.,"R",1080,"R",1080,"R",960,"R",960,"R",14052,"R",13232,"R",13642,"R",15644,"R",3350,"R",3350,"R",3300,"R",3480,"R",14052,"R",13232,"R",13642,"R",15644,"R",3350,"R",3350,"R",3300,"R",3480,"R",3300,"R",3350,"R",3300,"R",3480
164085,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15269,"R",750,"R",928,"R",15269,"R",750,"R",928,"R",15269,"R",750,"R",928,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
164155,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
164173,"R",36940,"R",2768,"R",923,"R",36940,"R",2768,"R",923,"R",36940,"R",2768,"R",923,"R",8460,"R",0,"R",705,"R",8460,"Z",0,"R",705,"R",8460,"Z",0,"R",705,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",35204,"R",2664,"R",37868,"R",35504,"R",2664,"R",38168,"R",36036,"R",2702,"R",38738,"R",36940,"R",2768,"R",39708,.,.,"R",35204,"R",2664,"R",37868,"R",35504,"R",2664,"R",38168,"R",36036,"R",2702,"R",38738,"R",36940,"R",2768,"R",39708,.,.,"R",35204,"R",2664,"R",37868,"R",35504,"R",2664,"R",38168,"R",36036,"R",2702,"R",38738,"R",36940,"R",2768,"R",39708,.,.,"R",1600,"R",2000,"R",2000,"R",2000,"R",13966,"R",14170,"R",14392,"R",14978,"R",2900,"R",3300,"R",3300,"R",3300,"R",8400,"R",8400,"R",8400,"R",11759,"R",3300,"R",3500,"R",3500,"R",3500,"R",3300,"R",3500,"R",3500,"R",3500
164216,"R",52146,"R",1630,"R",2215,"R",52146,"R",1630,"R",2215,"R",52146,"R",1630,"R",2215,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",47724,"R",490,"R",48214,"R",48678,"R",1090,"R",49768,"R",50626,"R",1855,"R",52481,"R",52146,"R",2210,"R",54356,.,.,"R",47724,"R",490,"R",48214,"R",48678,"R",1090,"R",49768,"R",50626,"R",1855,"R",52481,"R",52146,"R",2210,"R",54356,.,.,"R",47724,"R",490,"R",48214,"R",48678,"R",1090,"R",49768,"R",50626,"R",1855,"R",52481,"R",52146,"R",2210,"R",54356,.,.,"R",1500,"R",1500,"R",1500,"R",900,"R",13038,"R",14006,"R",13834,"R",15814,"R",2420,"R",2420,"R",2560,"R",2826,"R",7050,"R",7050,"R",9388,"R",14888,"R",3270,"R",3270,"R",3416,"R",2826,"R",3270,"R",3270,"R",3416,"R",3804
164270,"R",48672,"R",975,"R",1521,"R",48672,"R",975,"R",1521,"R",48672,"R",975,"R",1521,"R",9864,"R",105,"R",548,"R",9864,"R",105,"R",548,"R",9864,"R",105,"R",548,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",45876,"R",975,"R",46851,"R",46336,"R",975,"R",47311,"R",46800,"R",0,"R",46800,"R",48672,"R",975,"R",49647,.,.,"R",45876,"R",975,"R",46851,"R",46336,"R",975,"R",47311,"R",46800,"R",0,"R",46800,"R",48672,"R",975,"R",49647,.,.,"R",45876,"R",975,"R",46851,"R",46336,"R",975,"R",47311,"R",46800,"R",0,"R",46800,"R",48672,"R",975,"R",49647,.,.,"R",1300,"R",1300,"R",1330,"R",1450,"R",12600,"R",13120,"R",13422,"R",12594,"R",2325,"R",2325,"R",2252,"R",2454,"R",7700,"R",7700,"R",7792,"R",8594,"R",1525,"R",1525,"R",4184,"R",4560,"R",3825,"R",3445,"R",4184,"R",4126
164313,"R",3096,"R",648,"R",129,"R",6192,"R",648,"R",258,"R",7752,"R",648,"R",323,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2976,"R",528,"R",3504,"R",3096,"R",528,"R",3624,"R",3096,"R",528,"R",3624,"R",3096,"R",648,"R",3744,.,.,"R",5952,"R",528,"R",6480,"R",6192,"R",528,"R",6720,"R",6192,"R",528,"R",6720,"R",6192,"R",648,"R",6840,.,.,"R",7464,"R",528,"R",7992,"R",7752,"R",528,"R",8280,"R",7752,"R",528,"R",8280,"R",7752,"R",648,"R",8400,.,.,"R",1800,"R",1500,"R",1500,"R",1500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7200,"R",11070,"R",11880,"R",11880,"R",5600,"R",4600,"R",4600,"R",4600,"R",4600,"R",4600,"R",4600,"R",4600
164368,"R",50717,"R",219,"A",.,"R",50717,"R",219,"A",.,"R",50717,"R",219,"A",.,"R",51367,"R",570,"R",1000,"R",51367,"R",570,"R",1000,"R",51367,"R",570,"R",1000,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",49100,"R",850,"R",49950,"R",49100,"R",850,"R",49950,"R",49950,"R",875,"R",50825,"R",53950,"R",940,"R",54890,.,.,"R",49100,"R",850,"R",49950,"R",49100,"R",850,"R",49950,"R",49950,"R",875,"R",50825,"R",53950,"R",940,"R",54890,.,.,"R",49100,"R",850,"R",49950,"R",49100,"R",850,"R",49950,"R",49950,"R",875,"R",50825,"R",53950,"R",940,"R",54890,.,.,"R",1000,"R",1000,"R",1000,"R",1050,"R",19050,"R",19300,"R",19300,"R",19400,"R",3750,"R",3750,"R",3750,"R",3735,"R",21250,"R",19300,"R",19300,"R",19400,"R",1000,"R",3750,"R",3750,"R",3735,"R",3300,"R",3750,"R",3750,"R",3735
164447,"R",41970,"R",1000,"R",865,"R",41970,"R",1000,"R",865,"R",41970,"R",1000,"R",865,"R",10595,"R",388,"R",650,"R",10595,"R",388,"R",650,"R",10595,"R",388,"R",650,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",38220,"R",0,"R",38220,"R",39370,"R",0,"R",39370,"R",40550,"R",0,"R",40550,"R",41970,"R",1000,"R",42970,.,.,"R",38220,"R",0,"R",38220,"R",39370,"R",0,"R",39370,"R",40550,"R",0,"R",40550,"R",41970,"R",1000,"R",42970,.,.,"R",38220,"R",0,"R",38220,"R",39370,"R",0,"R",39370,"R",40550,"R",0,"R",40550,"R",41970,"R",1000,"R",42970,.,.,"R",1200,"R",1200,"R",1200,"R",1200,"R",14660,"R",14800,"R",15130,"R",16260,"R",1870,"R",1870,"R",1870,"R",1870,"R",4791,"R",4800,"R",6060,"R",6060,"R",3700,"R",4200,"R",4200,"R",4200,"R",3700,"R",4200,"R",4200,"R",4200
164465,"R",66650,"R",630,"A",.,"R",66650,"R",630,"A",.,"R",66650,"R",630,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",59890,"R",540,"R",60430,"R",60700,"R",460,"R",61160,"R",63500,"R",600,"R",64100,"R",66650,"R",630,"R",67280,.,.,"R",59890,"R",540,"R",60430,"R",60700,"R",460,"R",61160,"R",63500,"R",600,"R",64100,"R",66650,"R",630,"R",67280,.,.,"R",59890,"R",540,"R",60430,"R",60700,"R",460,"R",61160,"R",63500,"R",600,"R",64100,"R",66650,"R",630,"R",67280,.,.,"R",1000,"R",1000,"R",1000,"R",1000,"R",15910,"R",16100,"R",16750,"R",17560,"R",1800,"R",1800,"R",1800,"R",1800,"R",15910,"R",16100,"R",16750,"R",17560,"R",1800,"R",1800,"R",1800,"R",1800,"R",1800,"R",1800,"R",1800,"R",1800
